Date,Species,Origin,Quantity,Supplier,EmergedEarly,DOA,FTE,W,Parasite,NumberGlued,PecentEmergence
02/23/2021,Hamadryas laodamia,COSTA RICA,4.0,CRES,0,0,1.0,2.0,0,4.0,25.0
02/23/2021,Heliconius charitonius,COSTA RICA,4.0,CRES,4.0,0,0,0,0,0.0,7
02/23/2021,Heliconius cydno,COSTA RICA,3.0,CRES,3.0,0,0,0,0,0.0,7
02/23/2021,Heliconius erato,COSTA RICA,12.0,CRES,6.0,0,0,0,0,6.0,100.0
02/23/2021,Heliconius hecale,COSTA RICA,24.0,CRES,6.0,18.0,1.0,4.0,0,0.0,7
02/23/2021,Heliconius hewitsoni,COSTA RICA,15.0,CRES,14.0,0,0,0,0,1.0,100.0
02/23/2021,Heliconius ismenius,COSTA RICA,9.0,CRES,0,7.0,1.0,0,0,2.0,50.0
02/23/2021,Heliconius melpomene,COSTA RICA,29.0,CRES,9.0,0,13.0,4.0,0,20.0,15.000000000000002
02/23/2021,Heliconius sara,COSTA RICA,20.0,CRES,16.0,0,3.0,0,0,4.0,25.0
02/23/2021,Hypna clytemnestra,COSTA RICA,25.0,CRES,0,1.0,8.0,8.0,0,24.0,33.333333333333336
02/23/2021,Mechanitis polymnia,COSTA RICA,7.0,CRES,4.0,0,1.0,1.0,0,3.0,33.333333333333336
02/23/2021,Morpho peleides,COSTA RICA,105.0,CRES,2.0,0,5.0,34.0,0,103.0,62.13592233009708
02/23/2021,Papilio thoas,COSTA RICA,32.0,CRES,0,0,0,1.0,0,32.0,96.875
02/23/2021,Parides arcas,COSTA RICA,9.0,CRES,0,0,0,0,0,9.0,100.0
02/23/2021,Parides iphidamas,COSTA RICA,19.0,CRES,0,0,3.0,0,0,19.0,84.21052631578947
02/23/2021,Prepona omphale,COSTA RICA,10.0,CRES,0,0,10.0,0,0,10.0,0.0
02/23/2021,Siproeta epaphus,COSTA RICA,30.0,CRES,9.0,0,4.0,6.0,0,21.0,52.38095238095239
02/23/2021,Siproeta stelenes,COSTA RICA,24.0,CRES,8.0,0,5.0,12.0,0,16.0,-6.25
02/12/2021,Attacus atlas,PHILIPPINES,5.0,LPS,0,0,0,0,0,5.0,100.0
02/12/2021,Cethosia biblis,PHILIPPINES,10.0,LPS,0,0,0,0,0,10.0,100.0
02/12/2021,Cethosia cyane,USA,30.0,LPS,0,0,1.0,0,0,30.0,96.66666666666667
02/12/2021,Doleschallia bisaltide,PHILIPPINES,10.0,LPS,0,0,0,0,0,10.0,100.0
02/12/2021,Graphium agamemnon,PHILIPPINES,15.0,LPS,0,0,1.0,0,0,15.0,93.33333333333333
02/12/2021,Hebomoia glaucippe,PHILIPPINES,15.0,LPS,0,0,1.0,3.0,0,15.0,73.33333333333334
02/12/2021,Idea leuconoe,USA,30.0,LPS,0,0,14.0,10.0,0,30.0,19.999999999999996
02/12/2021,Ideopsis juventa,PHILIPPINES,4.0,LPS,0,0,0,0,0,4.0,100.0
02/12/2021,Pachliopta kotzebuea,USA,10.0,LPS,0,0,0,1.0,0,10.0,90.0
02/12/2021,Papilio constantinus,USA,10.0,LPS,0,0,1.0,0,0,10.0,90.0
02/12/2021,Papilio demodocus,USA,10.0,LPS,0,0,3.0,0,0,10.0,70.0
02/12/2021,Papilio lowii,USA,30.0,LPS,0,0,1.0,2.0,0,30.0,90.0
02/12/2021,Papilio memnon,USA,23.0,LPS,0,0,0,1.0,0,23.0,95.65217391304348
02/12/2021,Papilio nephelus,USA,30.0,LPS,0,0,7.0,0,0,30.0,76.66666666666666
02/12/2021,Papilio nireus,USA,10.0,LPS,0,0,0,0,0,10.0,100.0
02/12/2021,Papilio ophidicephalus,USA,5.0,LPS,0,0,0,0,0,5.0,100.0
02/12/2021,Papilio palinurus,USA,10.0,LPS,0,0,2.0,2.0,0,10.0,60.0
02/12/2021,Papilio rumanzovia,USA,3.0,LPS,0,0,1.0,0,0,3.0,66.66666666666667
02/12/2021,Parthenos sylvia lilacinus,USA,30.0,LPS,0,0,0,0,0,30.0,100.0
02/12/2021,Parthenos sylvia philippensis,PHILIPPINES,12.0,LPS,0,0,0,0,0,12.0,100.0
02/12/2021,Battus belus,COSTA RICA,15.0,CRES,0,0,0,0,0,15.0,100.0
02/12/2021,Caligo atreus,COSTA RICA,18.0,CRES,0,0,0,1.0,0,18.0,94.44444444444444
02/12/2021,Caligo memnon,COSTA RICA,65.0,CRES,0,0,6.0,18.0,0,65.0,63.07692307692307
02/12/2021,Catonephele numilia,COSTA RICA,29.0,CRES,0,0,6.0,5.0,0,29.0,62.06896551724138
02/12/2021,Dryas iulia,COSTA RICA,20.0,CRES,0,0,5.0,2.0,0,20.0,65.0
02/12/2021,Eueides isabella,COSTA RICA,20.0,CRES,0,0,5.0,0,0,20.0,75.0
02/12/2021,Hamadryas februa,COSTA RICA,8.0,CRES,0,0,0,0,0,8.0,100.0
02/12/2021,Heliconius charitonius,COSTA RICA,10.0,CRES,0,0,0,0,0,10.0,100.0
02/12/2021,Heliconius erato,COSTA RICA,15.0,CRES,0,0,1.0,0,0,15.0,93.33333333333333
02/12/2021,Heliconius hecale,COSTA RICA,23.0,CRES,0,0,4.0,4.0,0,23.0,65.21739130434783
02/12/2021,Heliconius hewitsoni,COSTA RICA,13.0,CRES,0,0,3.0,2.0,0,13.0,61.53846153846154
02/12/2021,Heliconius ismenius,COSTA RICA,23.0,CRES,0,0,3.0,4.0,0,23.0,69.56521739130434
02/12/2021,Heliconius melpomene,COSTA RICA,24.0,CRES,0,0,3.0,2.0,0,24.0,79.16666666666666
02/12/2021,Heliconius sara,COSTA RICA,25.0,CRES,0,0,0,10.0,0,25.0,60.0
02/12/2021,Hypna clytemnestra,COSTA RICA,15.0,CRES,0,0,12.0,2.0,0,15.0,6.666666666666665
02/12/2021,Morpho peleides,COSTA RICA,114.0,CRES,0,0,17.0,22.0,0,114.0,65.78947368421053
02/12/2021,Papilio thoas,COSTA RICA,13.0,CRES,0,0,1.0,1.0,0,13.0,84.61538461538461
02/12/2021,Parides arcas,COSTA RICA,20.0,CRES,0,0,1.0,0,0,20.0,95.0
02/12/2021,Parides iphidamas,COSTA RICA,13.0,CRES,0,0,0,0,0,13.0,100.0
02/12/2021,Siproeta epaphus,COSTA RICA,25.0,CRES,0,0,1.0,0,0,25.0,96.0
02/12/2021,Siproeta stelenes,COSTA RICA,42.0,CRES,0,0,1.0,0,0,42.0,97.61904761904762
02/05/2021,Argema mimosae,KENYA,10.0,LPS,0,0,1.0,0,0,10.0,90.0
02/05/2021,Attacus atlas,THAILAND,3.0,LPS,0,0,1.0,0,0,3.0,66.66666666666667
02/05/2021,Cethosia biblis,Philippines,10.0,LPS,0,0,0,1.0,0,10.0,90.0
02/05/2021,Cethosia cyane,USA,30.0,LPS,0,0,1.0,3.0,0,30.0,86.66666666666667
02/05/2021,Charaxes cithaeron,KENYA,10.0,LPS,0,0,7.0,1.0,0,10.0,19.999999999999996
02/05/2021,Chilasa clytia,THAILAND,10.0,LPS,0,0,2.0,1.0,0,10.0,70.0
02/05/2021,Euxanthe wakefieldi,KENYA,10.0,LPS,0,0,9.0,0,0,10.0,9.999999999999998
02/05/2021,Graphium agamemnon,USA,10.0,LPS,0,0,0,4.0,0,10.0,60.0
02/05/2021,Graphium angolanus,KENYA,10.0,LPS,0,0,0,0,0,10.0,100.0
02/05/2021,Graphium antheus,USA,10.0,LPS,0,0,3.0,0,0,10.0,70.0
02/05/2021,Hebomoia glaucippe,PHILIPPINES,10.0,LPS,0,0,0,0,0,10.0,100.0
02/05/2021,Idea leuconoe,USA,10.0,LPS,0,0,6.0,2.0,0,10.0,19.999999999999996
02/05/2021,Pachliopta kotzebuea,PHILIPPINES,10.0,LPS,0,0,1.0,0,0,10.0,90.0
02/05/2021,Papilio constantinus,KENYA,10.0,LPS,0,0,0,0,0,10.0,100.0
02/05/2021,Papilio demodocus,KENYA,10.0,LPS,0,0,0,1.0,0,10.0,90.0
02/05/2021,Papilio lowii,USA,10.0,LPS,0,0,1.0,1.0,0,10.0,80.0
02/05/2021,Papilio memnon,USA,10.0,LPS,0,0,2.0,0,0,10.0,80.0
02/05/2021,Papilio nephelus,USA,10.0,LPS,0,0,1.0,2.0,0,10.0,70.0
02/05/2021,Papilio nireus,KENYA,10.0,LPS,0,0,0,2.0,0,10.0,80.0
02/05/2021,Papilio ophidicephalus,KENYA,10.0,LPS,0,0,1.0,0,0,10.0,90.0
02/05/2021,Papilio palinurus,Philippines,10.0,LPS,0,0,3.0,0,0,10.0,70.0
02/05/2021,Papilio rumanzovia,PHILIPPINES,10.0,LPS,0,0,1.0,0,0,10.0,90.0
02/05/2021,Parthenos sylvia lilacinus,USA,20.0,LPS,0,0,8.0,6.0,0,20.0,30.000000000000004
02/05/2021,Parthenos sylvia philippensis,Philippines,10.0,LPS,0,0,3.0,4.0,0,10.0,30.000000000000004
02/05/2021,Salamis parhassus,KENYA,10.0,LPS,0,0,0,0,0,10.0,100.0
02/05/2021,Vindula dejone,MALAYSIA,10.0,LPS,0,0,0,0,0,10.0,100.0
02/05/2021,Battus belus,COSTA RICA,10.0,CRES,0,0,0,0,0,10.0,100.0
02/05/2021,Caligo atreus,COSTA RICA,10.0,CRES,0,0,0,0,0,10.0,100.0
02/05/2021,Caligo memnon,COSTA RICA,55.0,CRES,0,0,3.0,19.0,0,55.0,60.0
02/05/2021,Catonephele numilia,COSTA RICA,25.0,CRES,0,0,7.0,2.0,0,25.0,64.0
02/05/2021,Dryas iulia,COSTA RICA,9.0,CRES,0,0,8.0,3.0,0,9.0,-22.222222222222232
02/05/2021,Dryadula phaetusa,COSTA RICA,15.0,CRES,0,0,1.0,1.0,0,15.0,86.66666666666667
02/05/2021,Eryphanis polyxena,COSTA RICA,10.0,CRES,0,0,0,0,0,10.0,100.0
02/05/2021,Eueides isabella,COSTA RICA,10.0,CRES,0,0,0,0,0,10.0,100.0
02/05/2021,Greta oto,COSTA RICA,5.0,CRES,0,0,3.0,0,0,5.0,40.0
02/05/2021,Hamadryas februa,COSTA RICA,10.0,CRES,0,0,1.0,3.0,0,10.0,60.0
02/05/2021,Hamadryas feronia,COSTA RICA,15.0,CRES,0,0,1.0,0,0,15.0,93.33333333333333
02/05/2021,Hamadryas laodamia,COSTA RICA,15.0,CRES,0,1.0,3.0,0,0,14.0,78.57142857142857
02/05/2021,Heliconius charitonius,COSTA RICA,15.0,CRES,0,0,7.0,1.0,0,15.0,46.666666666666664
02/05/2021,Heliconius erato,COSTA RICA,10.0,CRES,0,0,8.0,0,0,10.0,19.999999999999996
02/05/2021,Heliconius hecale,COSTA RICA,15.0,CRES,0,0,0,6.0,0,15.0,60.0
02/05/2021,Heliconius hewitsoni,COSTA RICA,10.0,CRES,0,0,3.0,1.0,0,10.0,60.0
02/05/2021,Heliconius ismenius,COSTA RICA,15.0,CRES,0,0,6.0,1.0,0,15.0,53.333333333333336
02/05/2021,Heliconius melpomene,COSTA RICA,15.0,CRES,0,0,0,1.0,0,15.0,93.33333333333333
02/05/2021,Heliconius sapho,COSTA RICA,15.0,CRES,0,0,0,0,0,15.0,100.0
02/05/2021,Heliconius sara,COSTA RICA,15.0,CRES,0,0,8.0,1.0,0,15.0,40.0
02/05/2021,Hypna clytemnestra,COSTA RICA,20.0,CRES,0,0,9.0,0,0,20.0,55.00000000000001
02/05/2021,Mechanitis polymnia,COSTA RICA,10.0,CRES,2.0,2.0,2.0,2.0,0,6.0,33.333333333333336
02/05/2021,Morpho peleides,COSTA RICA,105.0,CRES,0,0,6.0,8.0,0,105.0,86.66666666666667
02/05/2021,Papilio thoas,COSTA RICA,21.0,CRES,0,0,0,1.0,0,21.0,95.23809523809523
02/05/2021,Parides arcas,COSTA RICA,9.0,CRES,0,0,0,1.0,0,9.0,88.88888888888889
02/05/2021,Parides iphidamas,COSTA RICA,15.0,CRES,0,0,1.0,0,0,15.0,93.33333333333333
02/05/2021,Prepona omphale,COSTA RICA,15.0,CRES,0,0,7.0,8.0,0,15.0,0.0
02/05/2021,Siproeta epaphus,COSTA RICA,15.0,CRES,0,0,0,1.0,0,15.0,93.33333333333333
02/05/2021,Siproeta stelenes,COSTA RICA,30.0,CRES,0,0,1.0,1.0,0,30.0,93.33333333333333
02/05/2021,Tithorea tarricina,COSTA RICA,15.0,CRES,0,0,6.0,0,0,15.0,60.0
01/29/2021,Attacus atlas,PHILIPPINES,10.0,LPS,0,0,0,0,0,10.0,100.0
01/29/2021,Cethosia biblis,PHILIPPINES,10.0,LPS,0,0,0,0,0,10.0,100.0
01/29/2021,Cethosia cyane,USA,30.0,LPS,0,0,0,0,0,30.0,100.0
01/29/2021,Doleschallia bisaltide,PHILIPPINES,5.0,LPS,0,0,0,0,0,5.0,100.0
01/29/2021,Graphium agamemnon,USA,20.0,LPS,0,0,3.0,0,0,20.0,85.0
01/29/2021,Graphium antheus,USA,10.0,LPS,0,0,0,0,0,10.0,100.0
01/29/2021,Hebomoia glaucippe,PHILIPPINES,15.0,LPS,0,0,0,2.0,0,15.0,86.66666666666667
01/29/2021,Idea leuconoe,USA,30.0,LPS,0,0,2.0,1.0,0,30.0,90.0
01/29/2021,Pachliopta kotzebuea,PHILIPPINES,10.0,LPS,0,0,0,0,0,10.0,100.0
01/29/2021,Papilio lowii,USA,30.0,LPS,0,0,0,2.0,0,30.0,93.33333333333333
01/29/2021,Papilio memnon,USA,30.0,LPS,0,0,0,1.0,0,30.0,96.66666666666667
01/29/2021,Papilio nephelus,USA,30.0,LPS,0,0,0,4.0,0,30.0,86.66666666666667
01/29/2021,Papilio palinurus,PHILIPPINES,10.0,LPS,0,0,0,1.0,0,10.0,90.0
01/29/2021,Papilio rumanzovia,USA,20.0,LPS,0,0,3.0,4.0,0,20.0,65.0
01/29/2021,Parthenos sylvia lilacinus,USA,20.0,LPS,0,0,3.0,4.0,0,20.0,65.0
01/29/2021,Parthenos sylvia philippensis,PHILIPPINES,10.0,LPS,0,0,1.0,8.0,0,10.0,9.999999999999998
01/29/2021,Vindula dejone,USA,10.0,LPS,0,0,2.0,3.0,0,10.0,50.0
01/29/2021,Anteos clorinde,COSTA RICA,15.0,CRES,0,0,1.0,1.0,0,15.0,86.66666666666667
01/29/2021,Battus belus,COSTA RICA,20.0,CRES,0,0,2.0,0,0,20.0,90.0
01/29/2021,Caligo atreus,COSTA RICA,15.0,CRES,0,0,1.0,0,0,15.0,93.33333333333333
01/29/2021,Caligo memnon,COSTA RICA,57.0,CRES,0,0,2.0,5.0,0,57.0,87.71929824561404
01/29/2021,Catonephele numilia,COSTA RICA,25.0,CRES,0,0,0,1.0,0,25.0,96.0
01/29/2021,Dryas iulia,COSTA RICA,9.0,CRES,0,0,3.0,1.0,0,9.0,55.55555555555556
01/29/2021,Dryadula phaetusa,COSTA RICA,13.0,CRES,0,0,5.0,2.0,0,13.0,46.15384615384615
01/29/2021,Eryphanis polyxena,COSTA RICA,3.0,CRES,0,0,1.0,0,0,3.0,66.66666666666667
01/29/2021,Hamadryas februa,COSTA RICA,4.0,CRES,0,0,0,5.0,0,4.0,-25.0
01/29/2021,Hamadryas feronia,COSTA RICA,7.0,CRES,0,0,0,2.0,0,7.0,71.42857142857143
01/29/2021,Heliconius cydno,COSTA RICA,10.0,CRES,0,0,2.0,0,0,10.0,80.0
01/29/2021,Heliconius erato,COSTA RICA,12.0,CRES,0,0,0,1.0,0,12.0,91.66666666666666
01/29/2021,Heliconius hecale,COSTA RICA,11.0,CRES,0,0,1.0,2.0,0,11.0,72.72727272727273
01/29/2021,Heliconius ismenius,COSTA RICA,19.0,CRES,0,0,0,5.0,0,19.0,73.6842105263158
01/29/2021,Heliconius melpomene,COSTA RICA,5.0,CRES,0,0,0,0,0,5.0,100.0
01/29/2021,Heliconius sara,COSTA RICA,12.0,CRES,0,0,0,3.0,0,12.0,75.0
01/29/2021,Hypna clytemnestra,COSTA RICA,31.0,CRES,0,0,28.0,9.0,0,31.0,-19.354838709677423
01/29/2021,Morpho peleides,COSTA RICA,94.0,CRES,0,0,1.0,4.0,0,94.0,94.68085106382979
01/29/2021,Papilio thoas,COSTA RICA,25.0,CRES,0,0,0,3.0,0,25.0,88.0
01/29/2021,Parides arcas,COSTA RICA,15.0,CRES,0,0,0,2.0,0,15.0,86.66666666666667
01/29/2021,Parides iphidamas,COSTA RICA,8.0,CRES,0,0,1.0,0,0,8.0,87.5
01/29/2021,Prepona omphale,COSTA RICA,34.0,CRES,0,0,30.0,1.0,0,34.0,8.823529411764708
01/29/2021,Siproeta epaphus,COSTA RICA,37.0,CRES,0,0,0,4.0,0,37.0,89.1891891891892
01/29/2021,Siproeta stelenes,COSTA RICA,55.0,CRES,0,0,2.0,3.0,0,55.0,90.9090909090909
01/29/2021,Tithorea tarricina,COSTA RICA,8.0,CRES,0,0,5.0,0,0,8.0,37.5
01/22/2021,Cethosia biblis,PHILIPPINES,10.0,LPS,0,0,2.0,0,0,10.0,80.0
01/22/2021,Cethosia cyane,THAILAND,30.0,LPS,0,0,0,0,0,30.0,100.0
01/22/2021,Doleschallia bisaltide,PHILIPPINES,10.0,LPS,0,0,0,0,0,10.0,100.0
01/22/2021,Graphium agamemnon,Philippines,10.0,LPS,0,1.0,0,0,0,9.0,100.0
01/22/2021,Graphium antheus,USA,10.0,LPS,0,0,0,0,0,10.0,100.0
01/22/2021,Hebomoia glaucippe,USA,30.0,LPS,0,0,0,0,0,30.0,100.0
01/22/2021,Idea leuconoe,USA,30.0,LPS,0,0,14.0,8.0,0,30.0,26.66666666666667
01/22/2021,Pachliopta kotzebuea,Philippines,10.0,LPS,0,0,0,0,0,10.0,100.0
01/22/2021,Papilio lowii,USA,30.0,LPS,0,0,0,0,0,30.0,100.0
01/22/2021,Papilio memnon,USA,30.0,LPS,0,0,0,0,0,30.0,100.0
01/22/2021,Papilio nephelus,USA,30.0,LPS,0,0,1.0,3.0,0,30.0,86.66666666666667
01/22/2021,Papilio ophidicephalus,USA,5.0,LPS,0,0,1.0,0,0,5.0,80.0
01/22/2021,Papilio palinurus,PHILIPPINES,10.0,LPS,0,0,0,2.0,0,10.0,80.0
01/22/2021,Papilio rumanzovia,USA,15.0,LPS,0,2.0,2.0,1.0,0,13.0,76.92307692307692
01/22/2021,Parthenos sylvia lilacinus,THAILAND,30.0,LPS,0,0,10.0,5.0,0,30.0,50.0
01/22/2021,Parthenos sylvia philippensis,PHILIPPINES,5.0,LPS,0,0,0,1.0,0,5.0,80.0
01/22/2021,Caligo atreus,COSTA RICA,10.0,CRES,0,0,0,0,0,10.0,100.0
01/22/2021,Caligo memnon,COSTA RICA,55.0,CRES,0,0,0,1.0,0,55.0,98.18181818181819
01/22/2021,Catonephele numilia,COSTA RICA,17.0,CRES,0,0,1.0,1.0,0,17.0,88.23529411764706
01/22/2021,Dryas iulia,COSTA RICA,15.0,CRES,0,0,8.0,0,0,15.0,46.666666666666664
01/22/2021,Dryadula phaetusa,COSTA RICA,15.0,CRES,0,0,5.0,0,0,15.0,66.66666666666667
01/22/2021,Eryphanis polyxena,COSTA RICA,4.0,CRES,0,0,0,0,0,4.0,100.0
01/22/2021,Eueides isabella,COSTA RICA,16.0,CRES,0,0,1.0,0,0,16.0,93.75
01/22/2021,Greta oto,COSTA RICA,5.0,CRES,0,0,2.0,0,0,5.0,60.0
01/22/2021,Hamadryas februa,COSTA RICA,24.0,CRES,0,0,0,1.0,0,24.0,95.83333333333334
01/22/2021,Hamadryas feronia,COSTA RICA,10.0,CRES,0,0,2.0,0,0,10.0,80.0
01/22/2021,Hamadryas laodamia,COSTA RICA,14.0,CRES,0,0,1.0,0,0,14.0,92.85714285714286
01/22/2021,Heliconius charitonius,COSTA RICA,12.0,CRES,0,0,0,0,0,12.0,100.0
01/22/2021,Heliconius erato,COSTA RICA,7.0,CRES,0,0,0,0,0,7.0,100.0
01/22/2021,Heliconius hecale,COSTA RICA,15.0,CRES,0,0,4.0,0,0,15.0,73.33333333333334
01/22/2021,Heliconius hewitsoni,COSTA RICA,13.0,CRES,0,0,0,0,0,13.0,100.0
01/22/2021,Heliconius ismenius,COSTA RICA,12.0,CRES,0,0,0,1.0,0,12.0,91.66666666666666
01/22/2021,Heliconius melpomene,COSTA RICA,14.0,CRES,0,0,3.0,0,0,14.0,78.57142857142857
01/22/2021,Hypna clytemnestra,COSTA RICA,33.0,CRES,0,0,0,0,0,33.0,100.0
01/22/2021,Morpho peleides,COSTA RICA,100.0,CRES,0,0,6.0,2.0,0,100.0,92.0
01/22/2021,Opsiphanes tamarindi,COSTA RICA,10.0,CRES,0,0,0,0,0,10.0,100.0
01/22/2021,Papilio thoas,COSTA RICA,22.0,CRES,0,0,0,0,0,22.0,100.0
01/22/2021,Parides arcas,COSTA RICA,7.0,CRES,0,0,0,0,0,7.0,100.0
01/22/2021,Parides iphidamas,COSTA RICA,17.0,CRES,0,0,0,1.0,0,17.0,94.11764705882352
01/22/2021,Philaethria dido,COSTA RICA,3.0,CRES,0,0,0,0,0,3.0,100.0
01/22/2021,Phoebis philea,COSTA RICA,16.0,CRES,0,0,2.0,0,0,16.0,87.5
